OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1001543,AV2001543,2025-07-22 10:00:00.000000,2025-07-22 10:43:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001544,AV2001544,2025-07-22 10:41:00.000000,2025-07-22 12:27:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001542,AV2001542,2025-07-22 10:59:00.000000,2025-07-22 12:35:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001546,AV2001546,2025-07-23 04:43:00.000000,2025-07-23 05:47:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001545,AV2001545,2025-07-23 23:35:00.000000,2025-07-24 01:16:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000193,AV2000193,2025-07-24 01:24:13.798575,2025-07-25 15:47:13,Línea 4 - Alfajores,Inyectora - Formadora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001547,AV2001547,2025-07-24 12:54:00.000000,2025-07-24 13:53:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001548,AV2001548,2025-07-24 19:49:00.000000,2025-07-24 20:05:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000147,AV2000147,2025-07-24 23:24:31.634975,2025-07-25 21:16:31,Línea 3,Bañadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001549,AV2001549,2025-07-25 08:48:00.000000,2025-07-25 09:54:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001550,AV2001550,2025-07-25 09:44:00.000000,2025-07-25 11:00:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001552,AV2001552,2025-07-26 06:11:00.000000,2025-07-26 07:48:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001551,AV2001551,2025-07-26 09:30:00.000000,2025-07-26 11:06:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001553,AV2001553,2025-07-26 13:03:00.000000,2025-07-26 14:11:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001554,AV2001554,2025-07-26 15:44:00.000000,2025-07-26 17:05:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000363,AV2000363,2025-07-27 00:00:00.000000,2025-08-02 19:04:00,Línea 3,Túnel de frío,Fuga de refrigerante,Pérdida de rendimiento por microfuga en línea de líquido. Se soldó y se recargó R-404a.,Correctivo,MEC_01,Sistema Automático
OT1000188,AV2000188,2025-07-27 05:49:44.869533,2025-07-28 11:16:44,Línea 4 - Alfajores,Robot paletizador,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001557,AV2001557,2025-07-27 11:40:00.000000,2025-07-27 12:23:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001558,AV2001558,2025-07-27 13:49:00.000000,2025-07-27 14:33:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001555,AV2001555,2025-07-27 21:12:00.000000,2025-07-27 22:57:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001556,AV2001556,2025-07-27 23:04:00.000000,2025-07-28 00:41:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001559,AV2001559,2025-07-28 16:55:00.000000,2025-07-28 18:22:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001560,AV2001560,2025-07-28 21:55:00.000000,2025-07-28 22:36:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001561,AV2001561,2025-07-29 04:09:00.000000,2025-07-29 05:04:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001564,AV2001564,2025-07-30 03:11:00.000000,2025-07-30 05:07:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001563,AV2001563,2025-07-30 14:27:00.000000,2025-07-30 14:52:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001565,AV2001565,2025-07-30 15:41:00.000000,2025-07-30 16:58:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001562,AV2001562,2025-07-30 23:27:00.000000,2025-07-31 00:13:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001566,AV2001566,2025-07-31 01:32:00.000000,2025-07-31 02:35:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001567,AV2001567,2025-07-31 15:21:00.000000,2025-07-31 16:55:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001568,AV2001568,2025-07-31 20:47:00.000000,2025-07-31 21:10:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001569,AV2001569,2025-08-01 02:22:00.000000,2025-08-01 04:06:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001570,AV2001570,2025-08-01 15:14:00.000000,2025-08-01 16:18:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001572,AV2001572,2025-08-02 07:47:00.000000,2025-08-02 08:44:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000210,AV2000210,2025-08-02 12:59:57.573940,2025-08-04 06:20:57,Línea 3,Elaboración,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001571,AV2001571,2025-08-02 19:34:00.000000,2025-08-02 19:50:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001573,AV2001573,2025-08-02 20:46:00.000000,2025-08-02 22:09:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001574,AV2001574,2025-08-03 07:44:00.000000,2025-08-03 08:00:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001575,AV2001575,2025-08-04 04:13:00.000000,2025-08-04 04:55:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000044,AV2000044,2025-08-04 09:53:45.741821,2025-08-06 06:31:45,Línea 3,Túnel de frío,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001576,AV2001576,2025-08-05 15:42:00.000000,2025-08-05 17:16:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001578,AV2001578,2025-08-06 01:04:00.000000,2025-08-06 01:32:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000185,AV2000185,2025-08-06 04:57:03.638919,2025-08-07 04:11:03,Línea 2 - Galleta tipo oblea,Bañadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001577,AV2001577,2025-08-06 20:05:00.000000,2025-08-06 20:50:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001579,AV2001579,2025-08-06 20:27:00.000000,2025-08-06 21:05:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001580,AV2001580,2025-08-07 10:16:00.000000,2025-08-07 11:25:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001583,AV2001583,2025-08-08 07:49:00.000000,2025-08-08 09:20:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001582,AV2001582,2025-08-08 16:27:00.000000,2025-08-08 16:38:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001581,AV2001581,2025-08-08 23:19:00.000000,2025-08-08 23:29:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001584,AV2001584,2025-08-09 04:34:00.000000,2025-08-09 05:30:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001585,AV2001585,2025-08-09 17:22:00.000000,2025-08-09 18:40:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000364,AV2000364,2025-08-10 00:00:00.000000,2025-08-16 04:35:00,Línea 3,Túnel de frío,Alarma de escarcha,Sistema de deshielo falló. Se reemplazó resistencia de descongelamiento.,Correctivo,MEC_01,Sistema Automático
OT1001586,AV2001586,2025-08-10 00:13:00.000000,2025-08-10 00:33:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001587,AV2001587,2025-08-10 01:14:00.000000,2025-08-10 03:09:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000292,AV2000292,2025-08-10 07:34:52.647426,2025-08-11 15:03:52,Línea 1 - Galletas soda,Laminador - Cortador,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001589,AV2001589,2025-08-11 01:05:00.000000,2025-08-11 02:21:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001591,AV2001591,2025-08-11 02:57:00.000000,2025-08-11 04:33:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000093,AV2000093,2025-08-11 10:35:59.854050,2025-08-12 01:10:59,Línea 2 - Galleta tipo oblea,Arcoenfriador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000280,AV2000280,2025-08-11 17:43:27.541655,2025-08-13 03:38:27,Línea 5 - Galleta exportada,Preparación,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001588,AV2001588,2025-08-11 22:58:00.000000,2025-08-11 23:12:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001590,AV2001590,2025-08-11 23:49:00.000000,2025-08-12 00:35:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001593,AV2001593,2025-08-12 10:13:00.000000,2025-08-12 11:00:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001592,AV2001592,2025-08-12 19:09:00.000000,2025-08-12 20:52:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001596,AV2001596,2025-08-13 05:02:00.000000,2025-08-13 05:20:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001594,AV2001594,2025-08-13 11:20:00.000000,2025-08-13 13:07:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001597,AV2001597,2025-08-13 11:41:00.000000,2025-08-13 12:43:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001595,AV2001595,2025-08-13 12:04:00.000000,2025-08-13 12:57:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000315,AV2000315,2025-08-14 07:17:58.995123,2025-08-20 11:03:58,Línea 1 - Galletas soda,Horno,Problema en quemador,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,Correctivo,MEC_01,Sistema Automático
OT1001599,AV2001599,2025-08-14 17:05:00.000000,2025-08-14 18:40:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001600,AV2001600,2025-08-14 18:23:00.000000,2025-08-14 20:20:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001598,AV2001598,2025-08-14 19:01:00.000000,2025-08-14 19:34:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001601,AV2001601,2025-08-14 20:24:00.000000,2025-08-14 21:54:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000111,AV2000111,2025-08-14 23:38:42.253317,2025-08-16 18:44:42,Línea 1 - Galletas soda,Elevador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001602,AV2001602,2025-08-15 21:00:00.000000,2025-08-15 22:59:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001603,AV2001603,2025-08-16 04:26:00.000000,2025-08-16 06:02:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001604,AV2001604,2025-08-16 14:38:00.000000,2025-08-16 16:23:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
